editId	srclang	trglang	srcIndex	documentId	segmentId	editorId	system1Number	system1Id	system1actionVal	system1actionStr	system1edit
138	Spanish	English	1857	cincodias/2009/12/10/53247	6	A2L6AMWVCFL7SJ	6	cmu-heafield-combo	1	EDIT	The alliance provides for an investment of 20 million until 2012, of which 50 per cent Ferrovial.
139	Spanish	English	1858	cincodias/2009/12/10/53247	7	A2L6AMWVCFL7SJ	6	cmu-heafield-combo	2	OK	One of the tasks of the Centre will investigate the energy efficiency in motorways and airports.
140	Spanish	English	1859	cincodias/2009/12/10/53248	1	A2L6AMWVCFL7SJ	6	cmu-heafield-combo	3	BAD	Dispute its first motorway in Australia with Hochtief and Bouygues
141	Spanish	English	939	lesechos/2009/12/10/218323	1	A2L6AMWVCFL7SJ	49	upc	1	EDIT	A mad person, murders a octogenario with a knife and leaves 5 injured in Clichy-la-Garenne.
142	Spanish	English	940	lesechos/2009/12/10/218323	2	A2L6AMWVCFL7SJ	49	upc	1	EDIT	A man unbalanced with two knives killed a man of 80 years and wounded five other people at the centre of the city of Clichy-la-Garenne (DE) On Thursday, at the time of increased influx of the afternoon.
143	Spanish	English	941	lesechos/2009/12/10/218323	3	A2L6AMWVCFL7SJ	49	upc	2	OK	According to the first elements of the research, the perpetrator of 28 years, would have been beaten with two knives and for reasons have still not certain, an old man in the pharmacy or face it in no 85 of the Jean-Jaurès Boulevard, reported police sources and witnesses.
144	Spanish	English	942	lesechos/2009/12/10/218323	4	A2L6AMWVCFL7SJ	49	upc	2	OK	As a result of the serious injuries, the man born in 1929 died in the hospital, according to a head of the Union of police alliance.
145	Spanish	English	943	lesechos/2009/12/10/218323	5	A2L6AMWVCFL7SJ	49	upc	1	EDIT	Later in the pharmacy again, attacked a pregnant woman who was with her partner.
146	Spanish	English	1477	spiegel/2009/12/12/73257	10	A2L6AMWVCFL7SJ	46	uedin	3	BAD	Although it can distinguish the triggers and effects, it can refer to similar processes visions of the mystical Hildegard von Bingen, experiences psicodélicas of the prophet of the New Era Carlos Castañeda, states of possession chamánica, and hallucinations and psychosis.
147	Spanish	English	1478	spiegel/2009/12/12/73257	11	A2L6AMWVCFL7SJ	46	uedin	2	OK	Hallucinations or delusions arise when it has descarrillado the balance of the neural substances of communication in the brain – particularly the dopamine, noradrenaline and serotonin and acetilcolina – and is disrupted the interaction between different parts of the same.
148	Spanish	English	1479	spiegel/2009/12/12/73257	12	A2L6AMWVCFL7SJ	46	uedin	1	EDIT	During a schizophrenic psychosis very frequently appear hallucinations complex thoughts and frenzied.
149	Spanish	English	1480	spiegel/2009/12/12/73257	13	A2L6AMWVCFL7SJ	46	uedin	1	EDIT	The gravity no longer has power over him.
150	Spanish	English	1481	spiegel/2009/12/12/73257	14	A2L6AMWVCFL7SJ	46	uedin	2	OK	The relationship between madness and dream has occupied philosophers and doctors from the former era.
151	Spanish	English	1966	cincodias/2009/12/11/5334	8	A2L6AMWVCFL7SJ	38	onlineB	1	EDIT	Providers of services and solutions for valuation of claims and maintenance devoted to collecting information that manufacturers supply them, then develop and make available to its customers as a useful tool.
152	Spanish	English	1967	cincodias/2009/12/11/5334	9	A2L6AMWVCFL7SJ	38	onlineB	1	EDIT	In Spain, Audatex, Solera American group, is a leader, with 80% of the assessments are done with their products.
153	Spanish	English	1968	cincodias/2009/12/11/5334	10	A2L6AMWVCFL7SJ	38	onlineB	2	OK	The other firms competing in the field of assessment tools and development of information on the sector are GtMotive and Eurotax.
154	Spanish	English	1969	cincodias/2009/12/11/5334	11	A2L6AMWVCFL7SJ	38	onlineB	1	EDIT	Working with manufacturers who supply data is far from simple.
155	Spanish	English	1970	cincodias/2009/12/11/5334	12	A2L6AMWVCFL7SJ	38	onlineB	1	EDIT	According to Eduardo Velazquez, commercial director of Audatex, Spain working with 63 manufacturers and importers, and each of them providing the information in different formats.
156	Spanish	English	1050	lesechos/2009/12/11/218656	22	A2L6AMWVCFL7SJ	15	cu-zeman	2	OK	Olivier metzner, lawyer the order of doctors, was accused of being "a man unscrupulous" sued "regularly" to the council of the order, and is "far from being advisable."
157	Spanish	English	1051	lesechos/2009/12/11/218656	23	A2L6AMWVCFL7SJ	15	cu-zeman	1	EDIT	After several days of silence, Dr. Stéphane delajoux spoke on Friday, by means of her lawyer, David koubbi.
158	Spanish	English	1052	lesechos/2009/12/11/218656	24	A2L6AMWVCFL7SJ	15	cu-zeman	1	EDIT	He indicated that the intervention "was handled without any inconvenient" and that the results of the studies postoperatorios were "normal".
159	Spanish	English	1053	lesechos/2009/12/11/218656	25	A2L6AMWVCFL7SJ	15	cu-zeman	3	BAD	The "could not provocarhemorragias and operation, portanto, not needed sanitation," added.
160	Spanish	English	1054	lesechos/2009/12/11/218656	26	A2L6AMWVCFL7SJ	15	cu-zeman	2	OK	In any way, the tour of the singer, whose health problems are multiplying since the summer, entered a parenthesis.
161	Spanish	English	469	washpost/2009/12/12/79432	21	A2L6AMWVCFL7SJ	3	bbn-combo	1	EDIT	Near there, the section 60, where most of the veterans of the wars in Iraq and Afghanistan are buried, was virtually silent.
162	Spanish	English	470	washpost/2009/12/12/79432	22	A2L6AMWVCFL7SJ	3	bbn-combo	1	EDIT	The United Service Organizations (Association for the soldier) donated 1,000 kroner to decorate the section, but the grim atmosphere of the current wars invaded the area.
163	Spanish	English	471	washpost/2009/12/12/79432	23	A2L6AMWVCFL7SJ	3	bbn-combo	2	OK	People wept openly, others prayed, and the families and friends supported each other in the air.
164	Spanish	English	472	washpost/2009/12/12/79432	24	A2L6AMWVCFL7SJ	3	bbn-combo	1	EDIT	Some read aloud the names carved in stone, while others were inclined to see small white and black plates placed within the mud, for those whose who have not yet been completed.
165	Spanish	English	473	washpost/2009/12/12/79432	25	A2L6AMWVCFL7SJ	3	bbn-combo	1	EDIT	Sandra Lockwood was one of the many mothers who enjugaban tears in their eyes in front of the grave of her son.
166	Spanish	English	855	lesechos/2009/12/10/218338	12	A2L6AMWVCFL7SJ	49	upc	2	OK	The singer Johnny Hollyday acceded on Monday at the hospital Cedars-Sinaï of angels by an infection derived from the intervention carried out by Delajoux.
167	Spanish	English	856	lesechos/2009/12/10/218338	13	A2L6AMWVCFL7SJ	49	upc	2	OK	The singer Eddy Mitchell, close friend of Johnny Hallyday, explained the Thursday in RTL that his friend faced a "bad moment," but ensured that there was no "no" problem because the rockero is "a fighter".
168	Spanish	English	857	lesechos/2009/12/10/218338	14	A2L6AMWVCFL7SJ	49	upc	2	OK	I called prior to travel to Los Angeles, and said that it was a nonsense to be twelve hours by plane after such an operation, it is not possible, declared Eddy Mitchell.
169	Spanish	English	858	lesechos/2009/12/10/218338	15	A2L6AMWVCFL7SJ	49	upc	2	OK	On the night of Wednesday, the producer of the musician, Jean-Claude Camus, intended to reassure stating that Johnny Hallyday, "satisfactorily reacted to antibiotics" and that the infection was "managed".
170	Spanish	English	859	lesechos/2009/12/10/218338	16	A2L6AMWVCFL7SJ	49	upc	2	OK	Camus said to have conversed with Laeticia, wife of the musician, and that he had not noted any concern in particular.
171	Spanish	English	1558	spiegel/2009/12/12/73257	91	AGA961CZDY79B	1	_ref	1	EDIT	Since she contacted psychologist Kasten via the internet, she knows for sure that she is not mad.
172	Spanish	English	1559	spiegel/2009/12/12/73257	92	AGA961CZDY79B	1	_ref	1	EDIT	Madness is also a work of art born out of desperation
173	Spanish	English	1560	spiegel/2009/12/12/73257	93	AGA961CZDY79B	1	_ref	2	OK	If someone is socially isolated or suffers from sensory deprivation, he will very probably suffer from hallucinations after some time, says Kasten.
174	Spanish	English	1561	spiegel/2009/12/12/73257	94	AGA961CZDY79B	1	_ref	3	BAD	I assume that the brain is not busy enough and creates its own entertainment.
175	Spanish	English	1562	spiegel/2009/12/12/73257	95	AGA961CZDY79B	1	_ref	2	OK	Sarah K., a single child, was afraid of other children when she was small; she often played alone.
176	Spanish	English	683	washpost/2009/12/12/79407	16	AGA961CZDY79B	37	onlineA	1	EDIT	Chinese officials have endorsed the policy in order to avoid unsustainable demand on natural resources, while human rights defenders reported abuses in the imposition of the policy.
177	Spanish	English	684	washpost/2009/12/12/79407	17	AGA961CZDY79B	37	onlineA	1	EDIT	In rural areas, some officials have forced women to undergo abortions if they were pregnant with a second child.
178	Spanish	English	685	washpost/2009/12/12/79407	18	AGA961CZDY79B	37	onlineA	3	BAD	In addition, many couples have abortions by sex of the fetus, leading to a high unnatural proportion varón-mujer.
179	Spanish	English	686	washpost/2009/12/12/79407	19	AGA961CZDY79B	37	onlineA	1	EDIT	In recent years, demographic officials have gradually softened their stance on the one-child policy.
180	Spanish	English	687	washpost/2009/12/12/79407	20	AGA961CZDY79B	37	onlineA	1	EDIT	In 2004, more exceptions to the rule were allowed, including urban residents, members of ethnic minorities and cases in which both the husband and the wife are only children, and in 2007 many of the hard-line slogans were subdued.
181	Czech	English	549	washpost/2009/12/12/79420	11	AGA961CZDY79B	3	bbn-combo	3	BAD	Even if the result achieved in children from groups improved during this period, the difference is approached the 58.
182	Czech	English	550	washpost/2009/12/12/79420	12	AGA961CZDY79B	3	bbn-combo	1	EDIT	Some advocates of education in the district said last week that the results, cited by Secretary Michelle a A. Rheeové and Mayor Adrian M. Fentym (D), were for white students, where high results already existed.
183	Czech	English	551	washpost/2009/12/12/79420	13	AGA961CZDY79B	3	bbn-combo	1	EDIT	That would indicate that we have increased the amount of aid to those at the higher end of the scale, which is troubling and disturbing," said Jeff Smith, executive director of DC Voice, a non-profit group that advocates equality in the district.
184	Czech	English	552	washpost/2009/12/12/79420	14	AGA961CZDY79B	3	bbn-combo	3	BAD	Jumping up and down due to the scattering of two or three points, said, "the committee member, Kwame R. Brown (D-At Large), who has a daughter in the fourth grade elementary school in Eaton.
185	Czech	English	553	washpost/2009/12/12/79420	15	AGA961CZDY79B	3	bbn-combo	1	EDIT	Criticizing the management style Mrs. Rheeové, Mrs. Brown said that a report on the test results indicates school education in the city is in a desperate state and needs attention.
186	French	English	1325	frankfurter-rundschau/2009/12/10/99509	7	AGA961CZDY79B	4	cambridge	1	EDIT	Länder is also committed to structural requirements while being flexible for the courses of bachelor and master.
187	French	English	1326	frankfurter-rundschau/2009/12/10/99509	8	AGA961CZDY79B	4	cambridge	1	EDIT	At the regional level, there should not be any difference from one piece of land to another.
188	French	English	1327	frankfurter-rundschau/2009/12/10/99509	9	AGA961CZDY79B	4	cambridge	2	OK	Reviews
189	French	English	1328	frankfurter-rundschau/2009/12/10/99509	10	AGA961CZDY79B	4	cambridge	1	EDIT	Since the beginning of student protests in June, the minister of education of Länder and the deans of universities have repeatedly mouthed the catchword: "studentness".
190	French	English	1329	frankfurter-rundschau/2009/12/10/99509	11	AGA961CZDY79B	4	cambridge	1	EDIT	But for the first time, this expression seems to have a concrete meaning.
191	French	English	183	lidovky.cz/2009/12/10/75482	6	AGA961CZDY79B	41	rali	0	N/A	We cannot abandon our plan of production, it is essential, that is why voluntary overtime were proposed on Saturday, December 19, knowing that there would be two teams, "said Vaněk.
192	French	English	184	lidovky.cz/2009/12/10/75482	7	AGA961CZDY79B	41	rali	3	BAD	The Sedmička.cz site indicated that the company has proposed a Koruna 400 bonus to employees who would be part of the team on Saturday.
193	French	English	185	lidovky.cz/2009/12/10/75482	8	AGA961CZDY79B	41	rali	3	BAD	He will be assigned to the day ex-post also worked on 28 November.
194	French	English	186	lidovky.cz/2009/12/10/75482	9	AGA961CZDY79B	41	rali	2	OK	The company, according to Vaněk, decided to change the way to motivate its employees in exchange for overtime.
195	French	English	187	lidovky.cz/2009/12/10/75482	10	AGA961CZDY79B	41	rali	1	EDIT	Or they receive the supplement for overtime hours, or they may alternatively leave on 28 December and extend their holiday, said Vaněk.
196	French	English	83	lidovky.cz/2009/12/10/75493	6	A96JJ5U7WYQHR	37	onlineA	1	EDIT	The last winner received the Nobel Prize, American Elinor Ostrom with his countryman Oliver Williamson, for their analysis of economic governance.
197	French	English	84	lidovky.cz/2009/12/10/75493	7	A96JJ5U7WYQHR	37	onlineA	2	OK	The only technical discipline that has not been winner this year was physics.
198	French	English	85	lidovky.cz/2009/12/10/75493	8	A96JJ5U7WYQHR	37	onlineA	1	EDIT	This award was presented today to Charles Kao scientists for its research in the field of optical fibres and George Smith avecWillard Boyle for their invention of CCD, bullets that are currently at the base of all devices digital camera, fax, or astronomical glasses.
199	French	English	86	lidovky.cz/2009/12/10/75493	9	A96JJ5U7WYQHR	37	onlineA	1	EDIT	Each winner received the diploma, the medal Nobel and the acquisition of the pecuniary reward certificate.
200	French	English	87	lidovky.cz/2009/12/10/75493	10	A96JJ5U7WYQHR	37	onlineA	1	EDIT	It reached ten million Swedish kronor in each category. (approximately 1.1 million EUR)
201	German	English	1283	frankfurter-rundschau/2009/12/10/99519	7	A10P4CWMDQU4WF	47	umd	1	EDIT	They took the rest of the money out of their own pocket, which among others was filled by sales well saved.
202	German	English	1284	frankfurter-rundschau/2009/12/10/99519	8	A10P4CWMDQU4WF	47	umd	3	BAD	Bank chief executive Kenneth Lewis, thank you, specifically on Wednesday evening at the American taxpayers: the injection of money have a very difficult time.
